Rank	Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales
10241	Michael Phelps: Push the Limit	0.09	0.01	0	0.01
10242	Breakout	0.06	0.04	0	0.01
10243	Frogger: Helmet Chaos	0.1	0	0	0.01
10244	AKB48+Me	0	0	0.11	0
10245	Touch Detective 2 1/2	0.09	0	0.01	0.01
10246	Alias	0.05	0.04	0	0.01
10247	Planet 51	0.07	0.03	0	0.01
10248	Call of Juarez: The Cartel	0.05	0.05	0	0.01
10249	Sakura Taisen Hanagumi Tsuushin	0	0	0.11	0
10250	Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen	0	0	0.11	0
10251	Tornado Outbreak	0.1	0	0	0.01
10252	Pimp My Ride	0.1	0.01	0	0.01
10253	Michael Jackson: The Experience	0.05	0.04	0	0.02
10254	Astro Boy: The Video Game	0.1	0	0	0.01
10255	Outlaw Golf: Nine Holes of Christmas	0.08	0.02	0	0
10256	NHL Rivals 2004	0.08	0.02	0	0
10257	X-Men: Next Dimension	0.08	0.02	0	0
10258	Tyco RC: Assault with a Battery	0.06	0.04	0	0.01
10259	Felony 11-79	0.06	0.04	0	0.01
10260	Terraria	0	0.01	0.09	0
10261	Classic Road	0	0	0.11	0
10262	Bust-A-Move DS	0.08	0.02	0	0.01
10263	Nicktoons: Unite!	0.1	0	0	0.01
10264	SimAnimals Africa	0.08	0.02	0	0.01
10265	Death Jr.: Root of Evil	0.1	0	0	0.01
10266	One Piece: Burning Blood	0	0.03	0.07	0.01
10267	Panzer Dragoon Saga	0	0	0.11	0
10268	Sonic Generations	0.02	0.07	0	0.02
10269	Mushroom Men: Rise of the Fungi	0.1	0	0	0.01
10270	Shining Ark	0	0	0.11	0
10271	The Scorpion King: Rise of the Akkadian	0.08	0.02	0	0
10272	Backyard Baseball '10	0.1	0	0	0.01
10273	Transformers: Beast Wars Transmetals	0.06	0.04	0	0.01
10274	GiFTPiA	0	0	0.11	0
10275	Animal Planet: Vet Life	0.1	0	0	0.01
10276	My Little Sister Can't Be This Cute Portable	0	0	0.11	0
10277	Silly Bandz: Play The Craze	0.1	0	0	0.01
10278	Charlie and the Chocolate Factory	0.08	0.02	0	0
10279	Constantine	0.05	0.04	0	0.01
10280	Where the Wild Things Are	0.09	0.01	0	0.01
10281	Dynasty Tactics 2	0.05	0.04	0	0.01
10282	Real World Golf	0.05	0.04	0	0.01
10283	Winter Heat	0	0	0.11	0
10284	Ty the Tasmanian Tiger 2: Bush Rescue	0.08	0.02	0	0
10285	Digimon Story: Cyber Sleuth	0	0.09	0	0.02
10286	JU-ON: The Grudge	0.08	0.01	0.01	0.01
10287	Defender	0.08	0.02	0	0
10288	Deca Sports DS	0.08	0.02	0	0.01
10289	The Polar Express	0.08	0.02	0	0
10290	BMX XXX	0.08	0.02	0	0
10291	ATV: Quad Frenzy	0.1	0	0	0.01
10292	Akiba's Trip: Undead & Undressed	0.05	0.01	0.04	0.01
10293	Backyard NFL Football '10	0.1	0	0	0.01
10294	The Godfather: Mob Wars	0.09	0.01	0	0.01
10295	Lady Sia	0.08	0.03	0	0
10296	Rock Band: Metal Track Pack	0.05	0.04	0	0.01
10297	Rocky Balboa	0.01	0.09	0	0.01
10298	The Lord of the Rings: Conquest	0.09	0.01	0	0.01
10299	PriPara Mezase! Idol Grand Prix No.1!	0	0	0.11	0
10300	National Geographic Challenge!	0.08	0.02	0	0.01
10301	Robotech: Invasion	0.05	0.04	0	0.01
10302	Hole in the Wall: Deluxe Edition	0.1	0	0	0.01
10303	Dr. Seuss' The Cat in the Hat	0.08	0.02	0	0
10304	Rogue Warrior	0.09	0.01	0	0.01
10305	Irozuki Tingle no Koi no Balloon Trip	0	0	0.11	0
10306	Master of the Monster Lair	0.1	0	0	0.01
10307	Hellboy: The Science of Evil	0.1	0	0	0.01
10308	Murdered: Soul Suspect	0.06	0.04	0	0.01
10309	X-Men: Destiny	0.08	0.02	0	0.01
10310	Starsky & Hutch	0.08	0.02	0	0
10311	Final Fantasy I & II	0	0	0.11	0
10312	Rugby 15	0.03	0.06	0	0.02
10313	Langrisser IV	0	0	0.11	0
10314	FoxKids.com Micro Maniacs Racing	0.06	0.04	0	0.01
10315	Cats & Dogs: The Revenge of Kitty Galore	0.1	0	0	0.01
10316	Hexen: Beyond Heretic	0.06	0.04	0	0.01
10317	Arcade Party Pak	0.06	0.04	0	0.01
10318	Kotoba no Puzzle: Mojipittan Daijiten	0	0	0.11	0
10319	Yamaha Supercross	0.1	0	0	0.01
10320	Picross 3D 2	0	0	0.11	0
10321	Hitman Trilogy	0.05	0.04	0	0.01
10322	Dragon Quest & Final Fantasy in Itadaki Street Portable	0	0	0.11	0
10323	Tetris Evolution	0.08	0.02	0	0.01
10324	Patapon 2	0	0.03	0.06	0.01
10325	Cabela's Adventure Camp	0.06	0.03	0	0.02
10326	Attack of the Movies 3D	0.1	0	0	0.01
10327	Railroad Tycoon II	0.06	0.04	0	0.01
10328	Angry Birds Star Wars	0.06	0.04	0	0.01
10329	Hysteria Hospital: Emergency Ward	0.1	0	0	0.01
10330	The Cheetah Girls: Pop Star Sensations	0.1	0	0	0.01
10331	Transformer: Rise of the Dark Spark	0.06	0.03	0	0.01
10332	Kirarin * Revolution: Kira Kira Idol Audition	0	0	0.11	0
10333	Ranma 1/2: Akanekodan Teki Hihou	0	0	0.11	0
10334	The BIGS	0.1	0	0	0.01
10335	Blades of Time	0.07	0.03	0	0.01
10336	My Boyfriend	0.1	0	0	0.01
10337	Scribblenauts Unmasked: A DC Comics Adventure	0.1	0	0	0.01
10338	Victory Zone	0	0	0.1	0.01
10339	Rengoku: The Tower of Purgatory	0.1	0	0	0.01
10340	Goal Storm '97	0.01	0	0.09	0.01
10341	Paws & Claws: Pet Resort	0.1	0	0	0.01
10342	Dynasty Warriors Advance	0.08	0.03	0	0
10343	Pachi-Slot Aruze Oukoku 3	0	0	0.1	0.01
10344	Science Papa	0.09	0.01	0	0.01
10345	Tournament Pool	0.1	0	0	0.01
10346	Cabela's North American Adventures	0.1	0	0	0.01
10347	Aqua Aqua	0.05	0.04	0	0.01
10348	Viewtiful Joe: Double Trouble!	0.08	0	0.01	0.01
10349	Tom Clancy's Splinter Cell: Conviction	0	0.08	0	0.02
10350	Mega Man Zero 4	0.08	0.03	0	0
10351	Black Bass with Blue Marlin	0.06	0.04	0	0.01
10352	Mega Man Battle Network 5: Double Team DS (JP sales)	0	0	0.11	0
10353	Utawarerumono: Chiriyukusha e no Komoriuta	0	0	0.11	0
10354	Hyper Formation Soccer	0	0	0.1	0.01
10355	Tiger Woods PGA Tour 06	0.08	0.02	0	0
10356	Jupiter Strike	0.06	0.04	0	0.01
10357	Sudokuro	0.1	0	0	0.01
10358	BlazBlue: Continuum Shift II	0.05	0.01	0.04	0.01
10359	Saigo no Yakusoku no Monogatari	0	0	0.11	0
10360	The Book of Unwritten Tales	0	0.08	0	0.02
10361	Metal Gear Solid Integral	0	0	0.1	0.01
10362	Naruto Shippuden 3D: The New Era	0	0.04	0.06	0.01
10363	FIFA World Cup Germany 2006	0.1	0	0	0.01
10364	Disney's Chicken Little: Ace In Action	0.1	0	0	0.01
10365	Lego Star Wars: The Force Awakens	0.04	0.06	0	0.01
10366	Reign of Fire	0.08	0.02	0	0
10367	Rock Band Track Pack: Classic Rock	0.1	0	0	0.01
10368	Rock Revolution	0.1	0	0	0.01
10369	Big League Sports: Summer	0.1	0	0	0.01
10370	Tom Clancy's HAWX 2	0.07	0.03	0	0.01
10371	Sakura Wars	0	0	0.11	0
10372	Jampack Volume 14 (RP-T)	0.05	0.04	0	0.01
10373	Pro Yakyuu Team o Tsukurou! 2	0	0	0.11	0
10374	Mace Griffin: Bounty Hunter	0.08	0.02	0	0
10375	Martian Gothic: Unification	0.06	0.04	0	0.01
10376	Woody Woodpecker Racing	0.06	0.04	0	0.01
10377	Final Fantasy XII International Zodiac Job System	0	0	0.11	0
10378	Barbie in The 12 Dancing Princesses	0.09	0.01	0	0.01
10379	Fight Club	0.08	0.02	0	0
10380	Carnage Heart	0.01	0.01	0.09	0.01
10381	Grand Theft Auto: Mission Pack #1				
10382	Kamen Rider: Climax Heroes	0	0	0.11	0
10383	Robotics				
10384	Disney Channel Collection Vol. 1	0.08	0.03	0	0
10385	Total Immersion Racing	0.05	0.04	0	0.01
10386	Virtual Hydlide	0	0	0.11	0
10387	World Series of Poker: Tournament of Champions 2007 Edition	0.1	0	0	0.01
10388	Tales of the World: Reve Unitia	0	0	0.11	0
10389	Karaoke Revolution	0.07	0.03	0	0.01
10390	Warriors Orochi 3	0	0	0.11	0
10391	The Bachelor: The Videogame	0.1	0	0	0.01
10392	Space Invaders	0.08	0.03	0	0
10393	BlazBlue: Chrono Phantasma	0.06	0	0.03	0.02
10394	Digimon Digital Card Battle	0.06	0.04	0	0.01
10395	Toukiden 2	0	0	0.11	0
10396	Earth Defense Force 2: Invaders from Planet Space	0.04	0.01	0.04	0.02
10397	Kuroko's Basketball: Miracle Game	0	0	0.11	0
10398	Dreamer Series: Top Model	0.1	0	0	0.01
10399	Jikkyou Powerful Pro Yakyuu 13 Ketteiban	0	0	0.11	0
10400	Shovel Knight	0.06	0.04	0	0.01
10401	Yuusha no Kuse ni Namaikida Or 3D	0	0	0.11	0
10402	The First Templar	0.06	0.04	0	0.01
10403	X-Men: The Official Game	0.1	0	0	0.01
10404	Dead to Rights II	0.08	0.02	0	0
10405	Petz Fashion: Dogz & Catz	0.1	0	0	0.01
10406	Project: Horned Owl	0.03	0.02	0.05	0.01
10407	Mobile Suit Gundam Age: Universe Accel / Cosmic Drive	0	0	0.11	0
10408	Child of Light	0	0.07	0.02	0.02
10409	SingStar Guitar	0	0.08	0	0.02
10410	Dragon Ball Z Super Gokuden: Kakusei-Hen	0	0	0.11	0
10411	Help Wanted: 50 Wacky Jobs	0.06	0.04	0	0.01
10412	Busou Shinki: Battle Masters Mk. 2	0	0	0.11	0
10413	Cabela's Dangerous Hunts 2	0.08	0.02	0	0
10414	Fairy Tail: Portable Guild	0	0	0.11	0
10415	Champion Jockey: G1 Jockey & Gallop Racer	0.05	0.04	0.01	0.01
10416	SimCity 2000	0.08	0.03	0	0
10417	Brunswick Circuit Pro Bowling 2	0.06	0.04	0	0.01
10418	D	0	0	0.1	0.01
10419	Winning Eleven: Pro Evolution Soccer 2007	0.09	0	0	0.01
10420	Ennichi no Tatsujin	0	0	0.1	0
10421	Squinkies 2: Adventure Mall Surprize!	0.1	0	0	0.01
10422	Wizardry VI: Bane of the Cosmic Forge	0	0	0.1	0
10423	Power Pocket Koushien	0	0	0.1	0
10424	Gravity Games Bike: Street Vert Dirt	0.05	0.04	0	0.01
10425	Contact	0.07	0	0.03	0.01
10426	Pro Yaky? Spirits 2010	0	0	0.1	0
10427	Princess Debut	0.1	0	0	0.01
10428	My First Dollhouse	0.1	0	0	0.01
10429	Cloudy With a Chance of Meatballs	0.09	0.01	0	0.01
10430	Family Party: 30 Great Games	0.09	0.01	0	0.01
10431	Top Spin	0.05	0.04	0	0.01
10432	Derby Stallion P	0	0	0.1	0
10433	Kenka Bancho Bros: Tokyo Battle Royale	0	0	0.1	0
10434	UFC: Tapout 2	0.08	0.02	0	0
10435	Adventure Time: Finn & Jake Investigations	0.02	0.07	0	0.02
10436	Kamen Rider: Battride War II	0	0	0.1	0
10437	Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage	0	0	0.1	0
10438	Thrillville: Off the Rails	0.09	0	0	0.01
10439	Imagine: Soccer Captain	0.1	0	0	0.01
10440	Jikkyou Powerful Pro Yakyuu 10	0	0	0.1	0
10441	Vexx	0.08	0.02	0	0
10442	F1 Career Challenge	0.05	0.04	0	0.01
10443	Taiko no Tatsujin: V Version	0	0	0.1	0
10444	Pariah	0.08	0.02	0	0
10445	Cabela's Outdoor Adventures	0.08	0.02	0	0
10446	Agatha Christie: The ABC Murders	0.08	0.01	0	0.01
10447	Metal Slug 3	0.08	0.02	0	0
10448	The Smurfs 2	0	0.09	0	0.01
10449	Motocross Mania 3	0.05	0.04	0	0.01
10450	Fatal Frame 2: Wii Edition	0	0	0.1	0
10451	Dancing on Ice	0	0.09	0	0.01
10452	Pro Yakyuu Famista DS 2009	0	0	0.1	0
10453	Banjo-Pilot	0.07	0.03	0	0
10454	Family Feud: 2012 Edition	0.1	0	0	0.01
10455	Gallop Racer 2006	0.02	0.02	0.06	0.01
10456	Army Corps of Hell	0.05	0.04	0	0.02
10457	Frogger: Ancient Shadow	0.05	0.04	0	0.01
10458	Digimon Story: Lost Evolution	0	0	0.1	0
10459	Exit DS	0.09	0	0.01	0.01
10460	Ski-Doo Snowmobile Challenge	0.1	0	0	0.01
10461	Universe at War: Earth Assault	0.09	0.01	0	0.01
10462	Despicable Me: The Game	0.05	0.04	0	0.01
10463	Metal Arms: Glitch in the System	0.08	0.02	0	0
10464	The Whispered World	0	0.08	0	0.02
10465	Tom Clancy's Splinter Cell: Chaos Theory	0.08	0.02	0	0
10466	Learn Chess	0.1	0	0	0.01
10467	Happy Feet Two	0.09	0.01	0	0.01
10468	Escape From Monkey Island	0.05	0.04	0	0.01
10469	Leisure Suit Larry: Box Office Bust	0.06	0.03	0	0.01
10470	The Wolf Among Us	0.05	0.03	0	0.02
10471	Mickey's Speedway USA (weekly JP sales)	0	0	0.1	0
10472	Who Wants to Be a Millionaire: 3rd Edition	0.1	0	0	0.01
10473	Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!	0	0	0.1	0
10474	Miami Law	0.1	0	0	0.01
10475	Macross 30: Ginga o Tsunagu Utagoe	0	0	0.1	0
10476	Kidou Senshi Gundam UC	0	0	0.1	0
10477	Yu-Gi-Oh! 5D's Wheelie Breakers	0.09	0.01	0	0.01
10478	Nicktoons: MLB	0.1	0	0	0.01
10479	Gretzky NHL	0.1	0	0	0.01
10480	Corvette Evolution GT	0.1	0	0	0.01
10481	May's Mystery: Forbidden Memories	0.05	0.04	0	0.01
10482	PictoImage	0.1	0	0	0.01
10483	Etrian Odyssey II: Heroes of Lagaard	0	0	0.1	0
10484	Ridge Racer 2	0	0.03	0.07	0.01
10485	Momotarou Dentetsu 16	0	0	0.1	0
10486	Igor: The Game	0.09	0	0	0.01
10487	Dropship: United Peace Force	0.05	0.04	0	0.01
10488	Road Rash: Jailbreak	0.07	0.03	0	0
10489	Rome: Total War	0	0.08	0	0.02
10490	Green Lantern: Rise of the Manhunters	0.06	0.04	0	0.01
10491	Castlevania: Lords of Shadow 2	0.02	0.07	0	0.01
10492	Lucha Libre AAA: Heroes del Ring	0.1	0	0	0.01
10493	Syberia	0.08	0.02	0	0
10494	G1 Jockey 3	0.02	0.01	0.07	0
10495	Shrek: Forever After	0.09	0	0	0.01
10496	Atsumare! Power Pro Kun no DS Koushien	0	0	0.1	0
10497	Revolution X	0.06	0.04	0	0.01
10498	Myst	0.09	0	0	0.01
10499	Little Battlers eXperience W	0	0	0.1	0
10500	Riviera: The Promised Land	0.07	0.03	0	0
10501	Risen 3: Titan Lords	0.02	0.06	0	0.02
10502	Top Gun: Combat Zones	0.07	0.03	0	0
10503	Bujingai: The Forsaken City	0.05	0.04	0	0.01
10504	Doko Demo Issho	0	0	0.1	0
10505	Alvin and the Chipmunks: The Squeakquel	0.09	0	0	0.01
10506	The Story of Noah's Ark	0.1	0	0	0.01
10507	Brooktown High: Senior Year	0.09	0	0	0.01
10508	Astro Boy: The Video Game	0.09	0	0	0.01
10509	Zombie Army Trilogy	0.04	0.05	0	0.01
10510	Beyond Good & Evil	0.08	0.02	0	0
10511	Blitz: The League II	0.08	0.01	0	0.01
10512	Death By Degrees	0.05	0.04	0	0.01
10513	Vandal Hearts II	0.06	0.04	0	0.01
10514	Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu	0	0	0.1	0.01
10515	Samurai Warriors Chronicles 2nd	0	0	0.1	0
10516	Medal of Honor: Vanguard	0.06	0.03	0	0.01
10517	Toaru Majutsu no Index	0	0	0.1	0
10518	Dora's Cooking Club	0.08	0.01	0	0.01
10519	ESA Game Pack	0.09	0	0	0.01
10520	America's Next Top Model	0.1	0	0	0.01
10521	God Eater 2: Rage Burst	0	0.01	0.09	0
10522	Uta no Prince-Sama: Music	0	0	0.1	0
10523	UNO / Skip-Bo / UNO Freefall	0.1	0	0	0.01
10524	Culdcept DS	0	0	0.1	0
10525	Colin McRae Rally 04	0.08	0.02	0	0
10526	Monster Jam: Maximum Destruction	0.07	0.03	0	0
10527	The King of Fighters: Dream Match 1999	0	0	0.1	0
10528	FIFA Street	0.08	0.02	0	0
10529	Truth or Lies	0.04	0.05	0	0.01
10530	Weiss Schwarz Portable	0	0	0.1	0
10531	Kirarin * Revolution: Mezase! Idol Queen	0	0	0.1	0
10532	Dungeons & Dragons Tactics	0.09	0	0	0.01
10533	X-Men: Children of the Atom	0.06	0.04	0	0.01
10534	Hot Wheels: Stunt Track Challenge	0.08	0.02	0	0
10535	Dora & Kai-Lan's Pet Shelter	0.08	0.01	0	0.01
10536	DJ Max Fever	0.09	0	0	0.01
10537	Math Blaster in the Prime Adventure	0.09	0	0	0.01
10538	Football Director DS	0	0.1	0	0
10539	Shellshock	0.06	0.04	0	0.01
10540	Blue Stinger	0	0	0.1	0
10541	Yggdra Union: We'll Never Fight Alone	0.05	0	0.04	0.01
10542	The Destiny of Zorro	0.1	0	0	0.01
10543	Hot Wheels Ultimate Racing	0.09	0	0	0.01
10544	Capcom vs. SNK 2 EO	0.08	0.02	0	0
10545	Inazuma Eleven GO Strikers 2013	0	0	0.1	0
10546	Metal Gear Solid HD Edition	0	0	0.1	0
10547	Hunter: The Reckoning	0.08	0.02	0	0
10548	Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS	0	0	0.1	0
10549	Urban Chaos	0.06	0.04	0	0.01
10550	Creeper World 3: Arc Eternal	0	0	0.1	0
10551	Monkey Mischief! Party Time	0.09	0	0	0.01
10552	Draglade	0.09	0	0	0.01
10553	DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun	0	0	0.1	0
10554	Water Sports	0.05	0.04	0	0.01
10555	Freaky Flyers	0.05	0.04	0	0.01
10556	Baten Kaitos Origins	0.06	0.02	0.02	0
10557	E‹¨«‹¨«O‹¨«‹¨«E: Eve of Ex	0.04	0.03	0.02	0.01
10558	Pro Evolution Soccer 2016	0.03	0.06	0	0.01
10559	Dark Summit	0.08	0.02	0	0
10560	Penguin no Mondai: The World	0	0	0.1	0
10561	My Healthy Cooking Coach	0.09	0	0	0.01
10562	Yaiba: Ninja Gaiden Z	0.05	0.04	0	0.02
10563	Flushed Away	0.09	0	0	0.01
10564	Surf's Up	0.09	0	0	0.01
10565	Hakuouki Portable	0	0	0.1	0
10566	NHL 2004	0.08	0.02	0	0
10567	Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage	0.09	0.01	0	0.01
10568	Cabela's Adventure Camp	0.07	0.02	0	0.01
10569	KORG DS-10 Synthesizer Plus	0.08	0	0.02	0.01
10570	World Snooker Championship 2007	0	0.1	0	0
10571	X-Men: The Official Game	0.08	0.02	0	0
10572	RLH: Run Like Hell	0.05	0.04	0	0.01
10573	Digimon Adventure	0	0	0.1	0
10574	Doom 3	0.05	0.04	0	0.01
10575	The Ant Bully	0.05	0.04	0	0.01
10576	Conflict: Global Terror	0.08	0.02	0	0
10577	Minority Report: Everybody Runs	0.08	0.02	0	0
10578	Monster Rancher EVO	0.02	0.02	0.05	0.01
10579	Project Hacker: Kakusei	0	0	0.1	0
10580	Pajama Sam: Don't Fear The Dark	0.09	0	0	0.01
10581	GRID Autosport	0.03	0.06	0	0.01
10582	World Series of Poker 2008: Battle for the Bracelets	0.08	0.01	0	0.01
10583	Wasteland 2	0.07	0	0.01	0.02
10584	Guitar Hero: Van Halen	0.05	0.04	0	0.01
10585	Olympic Summer Games: Atlanta 1996	0.06	0.04	0	0.01
10586	Little League World Series Baseball 2008	0.09	0	0	0.01
10587	Disney's The Haunted Mansion	0.08	0.02	0	0
10588	Tatsunoko vs. Capcom: Cross Generation of Heroes	0	0	0.1	0
10589	Alvin and the Chipmunks: Chipwrecked	0.08	0.01	0	0.01
10590	Darius Gaiden	0	0	0.1	0
10591	All Kamen Rider: Rider Generation 2	0	0	0.1	0
10592	Beach Spikers: Virtua Beach Volleyball	0.08	0.02	0	0
10593	Total War: WARHAMMER	0	0.1	0	0.01
10594	Tom Clancy's Ghost Recon: Predator	0.07	0.02	0	0.02
10595	You Don't Know Jack: Mock 2	0.06	0.04	0	0.01
10596	Blue Dragon: Awakened Shadow	0.06	0	0.03	0
10597	3D Tank Warfare Simulator Panzer Front	0.06	0.04	0	0.01
10598	[Prototype 2]	0.07	0.02	0	0.01
10599	NASCAR The Game: Inside Line	0.09	0	0	0.01
10600	Sudoku Mania	0.09	0	0	0.01
10601	Blades of Time	0.04	0.03	0.01	0.01
10602	Rolling Stone: Drum King	0.09	0	0	0.01
10603	Jade Cocoon 2	0.05	0.04	0	0.01
10604	Lord of Apocalypse	0	0	0.1	0
10605	Bejeweled Twist	0	0.09	0	0.01
10606	Rock Band 3	0.09	0.01	0	0.01
10607	Kabushiki Baibai Trainer: Kabutore!	0	0	0.1	0
10608	Sword & Sorcery	0	0	0.1	0
10609	Van Helsing	0.07	0.03	0	0
10610	NFL Tour	0.09	0	0	0.01
10611	Bee Movie Game	0.05	0.04	0	0.01
10612	NBA Live 16	0.08	0.01	0	0.01
10613	Spider-Man: Web of Shadows	0.09	0	0	0.01
10614	Bullet Witch	0.07	0.01	0.02	0.01
10615	USA Today Puzzle Craze	0.09	0	0	0.01
10616	Machi-Ing Maker 3 x Tousouchuu	0	0	0.1	0
10617	Kelly Slater's Pro Surfer	0.08	0.02	0	0
10618	SNK vs. Capcom: SVC Chaos	0.08	0.02	0	0
10619	Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.	0.05	0.04	0	0.01
10620	Choujikuu Yousai Macross: Ai Oboete Imasu ka	0	0	0.1	0
10621	Vanishing Point	0.06	0.04	0	0.01
10622	SCORE International Baja 1000: The Official Game	0.09	0	0	0.01
10623	Dragonseeds	0.03	0.02	0.04	0.01
10624	The Bard's Tale	0.08	0.02	0	0
10625	Opoona	0.08	0	0.01	0.01
10626	Big League Sports	0.09	0.01	0	0.01
10627	nail'd	0.08	0.02	0	0.01
10628	Nodame Cantabile	0	0	0.1	0
10629	Alien Hominid	0.05	0.04	0	0.01
10630	Record of Agarest War Zero	0.09	0	0	0.01
10631	L'Aigle de Guerre	0	0	0.1	0
10632	Jeopardy!	0.08	0.02	0	0
10633	Disney's Donald Duck: Goin' Quackers	0.08	0.02	0	0
10634	Aidyn Chronicles: The First Mage	0.08	0.02	0	0
10635	Aquapazza: Aquaplus Dream Match	0.05	0	0.05	0.01
10636	Virtual Pool 64	0.08	0.02	0	0
10637	Indy Racing 2000	0.08	0.02	0	0
10638	Flying Dragon	0.08	0.02	0	0
10639	International Superstar Soccer 64 (weekly JP sales)	0	0	0.05	0.05
10640	Lode Runner 3-D	0.08	0.02	0	0
10641	The History Channel: Civil War - Secret Missions	0.09	0	0	0.01
10642	GT64 Championship Edition	0.08	0.02	0	0
10643	Milo's Astro Lanes	0.08	0.02	0	0
10644	Gekido	0.06	0.04	0	0.01
10645	Harry Potter and the Deathly Hallows - Part 1	0.08	0.02	0	0.01
10646	Fifi and the Flowertots	0	0.09	0	0.01
10647	Disney's The Jungle Book	0.07	0.03	0	0
10648	King of Clubs: Mini Golf	0.09	0	0	0.01
10649	Ultimate Marvel vs. Capcom 3	0	0.04	0.04	0.01
10650	Cate West: The Vanishing Files	0.08	0.01	0	0.01
10651	Army Men World War: Team Assault	0.06	0.04	0	0.01
10652	Tom Clancy's Splinter Cell	0.07	0.03	0	0
10653	Harry Potter and the Deathly Hallows - Part 2	0.05	0.04	0	0.01
10654	NHL 2K6	0.09	0	0	0.01
10655	Marvel vs. Capcom: Clash of Super Heroes	0	0	0.1	0
10656	NBA Ballers: Rebound	0.09	0	0	0.01
10657	King's Field: The Ancient City	0.05	0.04	0	0.01
10658	LEGO Rock Raiders	0.06	0.04	0	0.01
10659	Silent Scope Complete	0.07	0.02	0	0
10660	Digimon All-Star Rumble	0.06	0.03	0	0.02
10661	Ghost in the Shell	0.06	0.04	0	0.01
10662	Atelier Sophie: The Alchemist of the Mysterious Book	0.01	0.02	0.06	0.01
10663	Marvel Super Hero Squad: The Infinity Gauntlet	0.07	0.02	0	0.01
10664	Evil Dead: Fistfull of Boomstick	0.07	0.02	0	0
10665	Tom Clancy's Classic Trilogy	0.07	0.02	0	0
10666	Harvest Moon DS Cute (jp sales)	0	0	0.1	0
10667	Bleach: Dark Souls (JP sales)	0	0	0.1	0
10668	Indigo Prophecy	0.07	0.03	0	0
10669	NASCAR '14	0.09	0	0	0.01
10670	Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training	0	0	0.1	0
10671	Over the Hedge	0.07	0.02	0	0
10672	Sneakers	0.07	0.02	0	0
10673	Sword Art Online: Lost Song	0	0	0.1	0
10674	Crime Crackers	0	0	0.09	0.01
10675	Earth Defense Force 2025.1: The Shadow of New Despair	0	0	0.1	0
10676	Pro Evolution Soccer 2013	0	0.03	0.06	0
10677	Micro Machines V3	0.06	0.04	0	0.01
10678	Alvin and the Chipmunks: Chipwrecked	0.08	0.01	0	0.01
10679	College Hoops 2K6	0.07	0.02	0	0
10680	Sakura Wars 2: Kimi				
10681	NatGeo Challenge! Wild Life	0.05	0.03	0	0.01
10682	Idol Janshi Suchie-Pai Remix	0	0	0.1	0
10683	Kung Fu Panda 2	0.04	0.04	0	0.02
10684	Star Wars: Lethal Alliance	0.08	0.01	0	0.01
10685	Exhibition Volume 03	0.07	0.02	0	0
10686	Zero4 Champ RR-Z	0	0	0.1	0
10687	Initial D: Street Stage	0	0	0.1	0
10688	Tales of Innocence R	0	0	0.1	0
10689	Generator Rex: Agent of Providence	0.07	0.02	0	0.01
10690	Petz Hamsterz Superstarz	0.09	0	0	0.01
10691	NeverDead	0.06	0.03	0	0.01
10692	Happy Feet Two	0.08	0.01	0	0.01
10693	Age of Empires II: The Age of Kings	0.01	0.08	0	0.02
10694	Warhammer 40				
10695	Predator: Concrete Jungle	0.07	0.02	0	0
10696	CSI: Hard Evidence	0.07	0.02	0	0.01
10697	F1 2014	0	0.09	0	0.01
10698	Code Lyoko: Quest for Infinity	0.07	0.02	0	0.01
10699	Fate/hollow ataraxia	0	0	0.1	0
10700	Lucky * Star: Ryouou Gakuen Outousai	0	0	0.1	0
10701	Scribblenauts Unmasked: A DC Comics Adventure	0.09	0	0	0.01
10702	Murder in Venice	0.06	0.03	0	0.01
10703	Nancy Drew: The Model Mysteries	0.09	0	0	0.01
10704	Ride	0.04	0.05	0	0.01
10705	Naruto Shippuden: Gekito Ninja Taisen! EX	0	0	0.1	0
10706	Universal Studios Theme Parks Adventure	0.08	0.02	0	0
10707	Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS	0	0	0.1	0
10708	Little League World Series Baseball 2010	0.09	0	0	0.01
10709	Piglet's Big Game	0.05	0.04	0	0.01
10710	Real Bout Garou Densetsu	0	0	0.1	0
10711	Arcania: Gothic 4	0.03	0.04	0.01	0.01
10712	Ben 10 Galactic Racing	0.07	0.02	0	0.01
10713	Project FIFA World Cup	0	0	0.1	0
10714	System Flaw	0.09	0	0	0.01
10715	Rio	0.05	0.03	0	0.01
10716	Rocky: Legends	0.07	0.02	0	0
10717	Lord of Apocalypse	0	0	0.1	0
10718	The BIGS 2	0.09	0	0	0.01
10719	Horse Life Adventures	0.08	0.01	0	0.01
